Category,Term,Genes,adj_pval
UP_KEYWORDS,Nucleotide-binding,"PI4K2B, TESK1, HNRNPU, ACTB, MYLK, SMC2, GNAT2, AKT3, DHX58, NEK2, MAP2K4, UBE2E3, CSNK2A2, ACSL6, PASK, GTPBP2, KATNAL1, CMPK1, ULK2, KIF20A, SIK2, ABCG2, CSF1R, DDX5, VCP, ABCB7, SAR1B, HSPA4L, GRK1, DHX35, PGK1, UBE2F, PLK4, HSPA5, TNK2, ABCA4, SMARCA5, SMARCA4, CDK8, KIF18A, MAP3K15, UBE2S, KIF4A, CDK2, MAP3K14, HBS1L, GSK3B, ITK, MCM9, ATP2A2, CHD4, CHTF18, KIF15, ACTR1B, UBE2Q1, NMRK2, MYO18B, RAC3, TK1, JAK2, RAB8B, ABCC4, MASTL, GNL1, ITPKC, KIF9, LCK, HKDC1, CRY2, CRY1, MYH9, KIF2C, ARF6, DTYMK, VPS4B, TTK, ATP1A1, GUCY2F, PAPSS1, RAD54B, CKMT2, GNA14, MAPK8, BTAF1, ERBB3, MAT2A, FYN, MAP4K5, HSPA1L, LIMK1, IRGC, UBE2G2, TUBB4B, MAPK14, RAB11A, CENPE, PSMC5, SNRK, ACTC1, SBK1, PKN2, PFKP, FRK",0.005639822
GOTERM_MF_DIRECT,GO:0005524~ATP binding,"PI4K2B, TESK1, HNRNPU, ACTB, MYLK, SMC2, AKT3, DHX58, NEK2, MAP2K4, UBE2E3, CSNK2A2, ACSL6, PASK, KATNAL1, CMPK1, ULK2, KIF20A, SIK2, FKBP4, TRIB2, ABCG2, CSF1R, DDX5, VCP, ABCB7, HSPA4L, TWF1, GRK1, DHX35, PGK1, UBE2F, PLK4, HSPA5, TNK2, ABCA4, SMARCA5, SMARCA4, CDK8, TPX2, KIF18A, MAP3K15, UBE2S, KIF4A, CDK2, MAP3K14, ITM2B, ITM2C, GSK3B, ITK, MCM9, ATP2A2, CHD4, CHTF18, KIF15, ACTR1B, UBE2Q1, NMRK2, MYO18B, TK1, JAK2, ABCC4, MASTL, RENBP, SYN2, ITPKC, KIF9, LCK, HKDC1, MYH9, KIF2C, DTYMK, VPS4B, TTK, ATP1A1, GUCY2F, PAPSS1, RAD54B, CKMT2, MAPK8, BTAF1, ERBB3, MAT2A, FYN, MAP4K5, HSPA1L, LIMK1, UBE2G2, MAPK14, CENPE, PSMC5, SNRK, ACTC1, SBK1, DNAJA2, PKN2, PFKP, FRK",0.092529243
GOTERM_BP_DIRECT,GO:0045773~positive regulation of axon extension,"SHTN1, GSK3B, SEMA7A, MAP1B, LIMK1, MAPT, RAB11A, EIF4G2",0.240921905
GOTERM_CC_DIRECT,GO:0005764~lysosome,"CTSA, ASAH1, CALCRL, CTSZ, ARRDC3, GGH, CTNS, NAGA, TMEM97, IFI30, PRDX6, GABARAP, PLA2G15, GALC, DPP7, CTSL, CTSK, PPT1, CAPN2, PLBD1, CTSB, LGMN, ITM2C",0.02170629
GOTERM_BP_DIRECT,GO:0043044~ATP-dependent chromatin remodeling,"SMARCE1, SMARCD2, SMARCA5, CHD4, ARID1A, ACTB, SMARCA4",0.272265457
UP_KEYWORDS,Transport,"GOLT1B, AQP8, FADS2, TOM1, PIEZO1, SLC25A42, PTGDS, KPNA2, AGFG1, KPNA1, CPT1A, KCNH7, SLC30A4, SLC6A13, ATP1B4, SLC6A11, ATP1B3, SDHC, CACNA2D4, ATP1B2, SDHB, RBP7, SLC9A3, CACNB4, STIM1, MIP, SPNS1, KDELR2, KIF20A, RHCG, ABCG2, VCP, ABCB7, SAR1B, SLC35D2, STXBP2, SLC1A2, SLC41A1, LIN7A, PIK3R1, CACNA1F, CPLX1, OAZ1, GABARAP, SCFD2, ATP6V0A2, MAP6, APOD, TBC1D17, SLC38A3, SLC38A2, SNX8, CHTOP, OSBPL6, SLC35E1, ALYREF, ABCA4, RAB3IP, UPF3B, KIF18A, SLC6A7, SLC6A9, TRPV6, ATG16L2, NACA, RNF103-CHMP3, SLC44A2, BICDL1, ATP2A2, ETFA, SNX10, PITPNC1, SEC61A1, TRIM3, RAB8B, EIF5A, ABCC4, SLC32A1, TESC, APOA1, TMC6, ARFGAP3, VAMP8, EXOC3, SLC25A5, ATP6V0C, CHMP5, ARF6, NAPB, FRRS1, VPS4B, PKD1L2, ATP1A1, SDAD1, SLC7A1, APOL6, SLC25A28, UCP2, VPS54, HNRNPA1, SLC25A22, SEC23B, KCNJ2, SLC12A3, RANBP3, SLC31A2, SORT1, CTNS, RAB11A, SLC8A3",0.01130636
UP_KEYWORDS,Disease mutation,"PRSS1, TRAF3IP2, IRS1, PROS1, PRF1, SPINT2, ACTB, MYLK, SOX2, PPP1CB, CFL2, AKT3, PIEZO1, GYG1, FBXO7, TMPO, CPT1A, NKX2-6, HGD, KRT8, KRT5, KNL1, SDHB, HCFC1, ALDH3A2, SLC9A3, MYCN, CACNB4, STIM1, TBL1XR1, MIP, DKC1, HPD, MMADHC, COL17A1, CSF1R, VCP, FECH, ABCB7, SAR1B, STXBP2, HTRA1, PDGFB, ILDR1, LPL, PIK3R1, CACNA1F, CFP, GRK1, RDH12, PGK1, OTOF, ASL, PRODH, BHLHA9, CTSA, TIA1, EGR2, SMAD4, TMEM132E, IQSEC2, FUCA1, ABCA4, UPF3B, NR0B2, SMARCA4, FERMT1, FGF14, B4GAT1, P4HA2, PPT1, MAN2B1, NF2, ITM2B, EZH2, EIF4G1, ITK, GDI1, PIGO, TAT, ATP2A2, ETFA, SNX10, LITAF, TRIOBP, LMNB2, PHEX, SYNE2, CTSK, CA4, DNMT3B, JAK2, MYOC, APOA1, FOXL2, MASTL, DDB2, MMP14, MMP13, OPN1MW, LCK, IRF1, IVD, MYH9, IRF8, MAPT, LCT, FBP1, CRB1, CSTB, ASAH1, RPL10, TYRP1, RBBP8, RHO, TNNI2, HNRNPA1, SLC25A22, SEC23B, KCNJ2, OPCML, EVC2, SMARCE1, SLC12A3, NAGA, CTNS, SUOX, GALC, CENPE, KRT18, CYP24A1, ACTC1, KRT17, CTH, KRT14, PLCD1",0.011807411
UP_KEYWORDS,Endoplasmic reticulum,"MOXD1, GHDC, VKORC1L1, LPGAT1, PIGO, ATP2A2, TMEM97, LCTL, FADS2, UFL1, SEC61A1, SYNCRIP, SMPD4, POFUT1, CREB3L2, PIEZO1, UBXN4, PTGDS, EIF5A, IKBIP, BNIP3L, GPR37, MYOC, ELOVL2, ACSL6, AHSA1, ELOVL6, FOS, TMC6, ELOVL7, ALDH3A2, CYP39A1, PTP4A1, STIM1, SELENOS, PACS2, KDELR2, DNASE1L3, PMEL, VCP, RETSAT, SAR1B, MGST1, HACD2, THBS4, RTN4, HACD4, EXTL2, MLEC, OTOF, HMOX1, SEC23B, FDFT1, CYP2J2, OSBPL6, SDF2L1, HSPA5, SORT1, SLC8A3, P4HA2, SERINC1, PSMG1, CALR, TMCC1, RNF185, NFE2L1",0.012826861
GOTERM_CC_DIRECT,GO:0005634~nucleus,"ZMYND8, HNRNPU, IFI35, ENO1, SMC2, SOX2, ALKBH3, CDC20, ALKBH2, RASSF1, PSMD7, FTH1, CREB3L2, RAVER2, RCC1, FBXO5, CCNL1, FBXO7, TMPO, HES6, NKX2-6, CSNK2A2, KRT8, KNL1, KRT5, PASK, HCFC1, NEIL3, KATNAL1, EWSR1, CDIP1, TXNIP, SIK2, TRIB2, ASF1A, ATF4, SLBP, CTBP1, HSPA4L, MGST1, CDCA8, PIK3R1, OAZ1, ZNF704, TP53BP2, HMOX1, S100A11, SCAI, STAT5A, HEXIM1, EGR1, EGR2, EGR3, INTS3, RAB3IP, SMARCA5, UPF3B, NR1D1, PARP14, NR0B2, MANF, SMARCA4, TPX2, AGO1, FAT1, PPT1, PSMG1, CALR, RCOR2, EZH2, SNX10, TRIOBP, ZNF280D, SYNCRIP, ING5, CHAF1A, CTSL, NUF2, JAK2, NCOA5, STRBP, TESC, TSC22D2, TFEB, FOS, PPRC1, GNL1, DDB2, MDFIC, HNRNPH1, KIF2C, FAM193B, DNASE1L3, MDFI, DTYMK, MIS12, SDAD1, TRAK1, RAD54B, ARNTL, NFIL3, GSC, RPL13, EXOSC1, EVC2, CENPT, RANBP3, MBD1, PCGF3, NR1H3, TUBB4B, TARBP2, DEF6, CENPE, PER1, CENPF, PSMC5, CENPI, KRT14, TCEA1, NCAPD2, PKN2, NEUROG1, FRK, TJP3, MSRB1, CCNT2, CCNT1, IRS1, NAB1, ZBTB26, FBXO25, YY1, PPP1CB, SALL1, SESN1, SCMH1, NUSAP1, CAPN2, KNTC1, NEK2, SLC25A42, KMT5A, KPNA2, HMGN3, KPNA1, PUS3, MAP2K4, UBE2E3, FBXO11, CDC25A, ILF3, MYCN, LOX, DKC1, TBL1XR1, CMPK1, S100A5, PVALB, ISCU, ABCG2, ZCCHC8, DDX5, DLX2, VCP, CALCA, KHDRBS3, BHLHE23, ACAT2, SAV1, UBC, UBR5, NACC1, PLXNA1, BHLHA9, UBE2F, AKIRIN2, CBX6, SMAD4, HELT, HSPA5, ODF2, TNK2, ALYREF, GGH, ESRRG, FOXN4, HOPX, DRAP1, CDK8, NR4A1, PTPRE, KIF18A, FGF14, NACA, P4HA2, CDK2, NABP2, NF2, FGF13, SAE1, RSL24D1, NFE2L1, COPS9, EIF4G1, GSK3B, NUMA1, CDCA7L, MCM9, ONECUT1, CHD4, YBX1, SYNE2, UFL1, UBE2Q1, SIX2, MYO18B, DNMT3B, WDR5, TOPBP1, KDM6B, EIF5A, KLF13, DTX3L, APOA1, EDF1, FOXL2, ARID1A, MASTL, KLF15, PTP4A1, CREB1, TRAF4, ESPL1, IRF1, CRY2, CRY1, MYH9, SPOPL, SLC25A5, CHMP5, HLF, SMARCD3, NUFIP2, VPS4B, MLLT1, BARX2, DNAJB1, NFS1, MAPK8, CDC45, U2AF2, RBBP8, TNNI2, FYN, E2F4, HNRNPA1, HES5, BEND6, JAZF1, HNRNPA0, E2F8, SMARCE1, NOP58, TAF15, MAPK14, KLF3, HNRNPAB, SOD3, KLF2, KLF8, KLF7, SNRK, CYP24A1, TEF, KANSL1, CTH, R3HDM4, CCDC174, TPT1, PFKP",0.028467868
GOTERM_CC_DIRECT,GO:0031012~extracellular matrix,"LGALS3BP, FBN3, DDX5, LAMA1, HTRA1, PDGFB, LPL, HNRNPU, CFP, THBS4, RPS4X, TIMP2, POSTN, MYOC, HSPA5, TUBB4B, SOD3, HNRNPM, MMP14, VCAN, MMP13, MYH9, COL21A1, CALR, FMOD, SLC25A5, PFKP",0.028467868
KEGG_PATHWAY,hsa04142:Lysosome,"CTSA, ASAH1, SORT1, CTSZ, CTNS, NAGA, LITAF, PLA2G15, GALC, CTSL, CTSK, PPT1, ATP6V0A2, MAN2B1, ATP6V0C, CTSB, LGMN",0.066956756
GOTERM_MF_DIRECT,GO:0042802~identical protein binding,"ACY3, ZBTB26, APEH, ACTB, CHAF1A, IMPA1, DPYSL2, ARFIP2, TK1, TOPBP1, SH3GLB1, BNIP3L, CPT1A, HGD, APOA1, HCFC1, DCTD, CLDN4, CLDN3, CREB1, STIM1, TRAF4, KATNAL1, DAAM1, EWSR1, LCK, VWA1, VWA2, MAPRE1, FBP1, MDFI, SNRPA, CALCA, VCP, VPS4B, PDGFB, MRI1, CORO1B, ERBB3, MAT2A, TP53BP2, ASL, FYN, SNX8, KCNJ2, PLK4, SMAD4, TNK2, UBE2G2, TARBP2, DRAP1, TRIM39, CTH, CD247, AMOTL1",0.16537366
GOTERM_BP_DIRECT,GO:0042493~response to drug,"FECH, MGST1, SLC1A2, LPL, ATP1A1, DPYSL2, TIMP2, DNMT3B, APOD, FYN, ABCC4, CPT1A, FZD3, GGH, APOA1, SLC6A11, SRP68, FOS, PGF, CENPF, ACTC1, CREB1, LOX, LCK, CRH, TXNIP, CALR, ABCG2",0.341932251
KEGG_PATHWAY,hsa04151:PI3K-Akt signaling pathway,"ITGB1, CSF1R, GSK3B, ITGB5, IRS1, LAMA1, PDGFB, LPAR1, PIK3R3, PPP2R2A, PIK3R1, THBS4, GNGT1, GNG10, PPP2R5E, AKT3, CREB3L2, JAK2, EIF4E, YWHAG, FGF22, COL24A1, PGF, GNG13, NR4A1, EFNA3, FGF14, CREB1, ITGA11, CDK2, GNB3, PKN2, FGF13, ATF4",0.066956756
GOTERM_BP_DIRECT,GO:0007062~sister chromatid cohesion,"CENPT, MIS12, CDCA8, KNL1, SKA1, CDC20, CENPE, CENPF, KIF18A, CENPI, NUF2, KNTC1, KIF2C, MAPRE1",0.341932251
GOTERM_CC_DIRECT,GO:0000790~nuclear chromatin,"SMARCE1, SMARCD2, SMAD4, SMARCD3, MBD1, NR1H3, CHD4, NR1D1, ARID1A, ACTB, SMARCA4, SCRT2, CREB1, CHAF1A, IRF1, RCC1, E2F4, ASF1A, EZH2, COPS9",0.035735796
UP_SEQ_FEATURE,binding site:ATP,"CSF1R, GSK3B, ITK, TESK1, TTK, MYLK, CKMT2, GRK1, MAPK8, ERBB3, MAT2A, NMRK2, AKT3, PGK1, NEK2, FYN, JAK2, MAP4K5, PLK4, MAP2K4, TNK2, LIMK1, CSNK2A2, MASTL, PASK, MAPK14, CDK8, ITPKC, SNRK, MAP3K15, SBK1, LCK, HKDC1, CDK2, ULK2, PKN2, KIF2C, SIK2, MAP3K14, FRK",0.659579467
UP_SEQ_FEATURE,DNA-binding region:Basic motif,"BHLHA9, HES6, HLF, HELT, TFEB, FOS, BHLHE23, ARNTL, MYCN, CREB1, TEF, NFIL3, CREB3L2, NEUROG1, NFE2L1, HES5, ATF4",0.659579467
GOTERM_CC_DIRECT,GO:0043202~lysosomal lumen,"CTSA, GALC, VCAN, ASAH1, CTSL, FUCA1, PPT1, MAN2B1, IFI30, FMOD, GYG1, LGMN",0.045586767
GOTERM_BP_DIRECT,GO:0007080~mitotic metaphase plate congression,"CENPE, KIF18A, VPS4B, CDCA8, KIF2C, CEP55, RAB11A, CHMP5",0.461691126
UP_KEYWORDS,Kinase,"PI4K2B, CSF1R, GSK3B, ITK, DTYMK, TESK1, PIK3R3, TTK, PIK3R1, CKS1B, MYLK, PAPSS1, CKMT2, GRK1, MAPK8, ERBB3, NMRK2, AKT3, PGK1, NEK2, FYN, TK1, JAK2, MAP4K5, PLK4, MAP2K4, TNK2, LIMK1, CSNK2A2, MASTL, PASK, MAPK14, CDK8, ITPKC, SNRK, MAP3K15, SBK1, LCK, HKDC1, CDK2, CMPK1, CDK2AP2, ULK2, PKN2, SIK2, MAP3K14, FRK, PFKP",0.026090514
GOTERM_MF_DIRECT,GO:0043548~phosphatidylinositol 3-kinase binding,"IRS1, LCK, FYN, ATP1A1, PIK3R1, JAK2",0.261339724
KEGG_PATHWAY,hsa04973:Carbohydrate digestion and absorption,"HKDC1, AKT3, PIK3R3, ATP1B4, ATP1B3, ATP1B2, ATP1A1, PIK3R1, LCT",0.099670864
GOTERM_BP_DIRECT,GO:0042752~regulation of circadian rhythm,"PPP1CB, PER1, MAPK8, CREB1, CRY2, CRY1, NR1H3, NR1D1, EZH2",0.478324696
GOTERM_BP_DIRECT,GO:2000323~negative regulation of glucocorticoid receptor signaling pathway,"PER1, CRY2, CRY1, ARNTL",0.478324696
GOTERM_BP_DIRECT,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,"NRARP, CHD4, YBX1, SOX2, ZNF280D, YY1, SALL1, DNMT3B, KMT5A, HES6, FOXL2, ARID1A, HCFC1, TBL1XR1, CRY2, CRY1, TXNIP, IRF8, MDFI, DLX2, DDX5, CTBP1, BARX2, SCRT2, NFIL3, GSC, UBC, RBBP8, HES5, BEND6, JAZF1, E2F8, HEXIM1, EGR1, AKIRIN2, CBX6, SMAD4, HELT, MBD1, NR1H3, NR1D1, NR0B2, HOPX, SMARCA4, DRAP1, PER1, COPS2, CALR, RCOR2, FRK, EZH2",0.478324696
UP_SEQ_FEATURE,lipid moiety-binding region:S-farnesyl cysteine,"GNGT1, PTP4A1, GRK1, CENPE, CENPF, DNAJA2, LMNB2, LMNB1, GNG13",0.83867225
GOTERM_BP_DIRECT,GO:0007623~circadian rhythm,"PER1, GSK3B, CLDN4, CPT1A, EGR3, CREB1, NFIL3, CRY2, RBM4B, NR1D1, ARNTL",0.478324696
GOTERM_BP_DIRECT,GO:0042761~very long-chain fatty acid biosynthetic process,"ELOVL2, ELOVL6, ELOVL7, HACD2, HACD4",0.478324696
KEGG_PATHWAY,hsa04725:Cholinergic synapse,"PIK3R3, PIK3R1, FOS, CACNA1F, GNG13, GNGT1, GNG10, CREB1, AKT3, CREB3L2, GNB3, FYN, JAK2, KCNJ2, ATF4",0.121711332
GOTERM_CC_DIRECT,GO:0005789~endoplasmic reticulum membrane,"MOXD1, VKORC1L1, LPGAT1, PIGO, PROS1, ATP2A2, LCTL, FADS2, UFL1, SMPD4, CREB3L2, PIEZO1, UBXN4, PTGDS, TMPO, EIF5A, IKBIP, GPR37, ELOVL2, ACSL6, ELOVL6, TMC6, ELOVL7, ALDH3A2, CYP39A1, STIM1, KDELR2, FKBP4, HPD, FKBP5, PMEL, VCP, ABHD4, PPM1L, RETSAT, SAR1B, MGST1, HACD2, RTN4, AGPAT4, EXTL2, MLEC, OTOF, HMOX1, SEC23B, FDFT1, CYP2J2, OSBPL6, SDF2L1, HSPA5, SORT1, TTC9B, SLC8A3, SERINC1, TMCC1, RNF185, NFE2L1",0.081099035
GOTERM_BP_DIRECT,GO:0015031~protein transport,"CALCRL, GOLT1B, GDI1, VPS4B, STXBP2, GDI2, LIN7A, SNX10, SDAD1, GABARAP, SEC61A1, SCFD2, TRIM3, TOM1, VPS54, TBC1D17, RANBP3, RAB11A, VAMP8, KIF18A, CENPF, ATG16L2, NACA, PPT1, EXOC3, MYH9, KDELR2, KIF20A, RNF103-CHMP3, VAMP2, CHMP5, ARF6",0.478324696
GOTERM_BP_DIRECT,"GO:0045893~positive regulation of transcription, DNA-templated","SMARCD3, PDGFB, CKS1B, ARNTL, SOX2, ING5, SALL1, CREB3L2, TNNI2, HES5, EGR1, EGR2, SMAD4, TAF15, TESC, TFEB, SMARCA5, NR1H3, EDF1, FOXL2, FOXN4, ESRRG, NR1D1, FOS, ARID1A, HNRNPAB, KLF2, SMARCA4, KLF7, PSMC5, ILF3, MYCN, CREB1, MDFIC, TBL1XR1, IRF1, CDK2, NFE2L1, ATF4",0.478324696
UP_SEQ_FEATURE,domain:Leucine-zipper,"HLF, TFEB, IFI35, FOS, RENBP, MYCN, CREB1, TEF, NFIL3, CREB3L2, E2F4, NFE2L1, ATF4",0.83867225
GOTERM_CC_DIRECT,GO:0005819~spindle,"NUMA1, TTK, SHCBP1, KIF15, PTP4A1, CDC20, TPX2, CENPF, NUSAP1, MYH9, SNCG, KIF20A, FBXO5, MAPRE1",0.085143834
GOTERM_MF_DIRECT,GO:0044822~poly(A) RNA binding,"CCDC124, GDI2, HNRNPU, YBX1, ENO1, APEH, RPS4X, SYNCRIP, RAVER2, NUSAP1, KPNA2, YWHAG, VSIG8, EIF5A, NCOA5, STRBP, EDF1, PPRC1, ILF3, DKC1, EWSR1, HNRNPH1, FSCN1, MYH9, MAPRE1, SLC25A5, SNRPC, FKBP4, SNRPA, DAP3, ZCCHC8, CSTB, SLBP, VCP, DDX5, KHDRBS3, NUFIP2, RPL10, RBM4B, RTN4, RPF1, RBM15B, U2AF2, DHX35, UBC, DNAJC21, RPL13, HEATR6, HNRNPA1, EIF4E, HNRNPA0, SRSF12, YTHDF1, NOP58, TIA1, CHTOP, TAF15, ALYREF, UPF3B, SRP68, HNRNPAB, MANF, HNRNPM, KRT18, TBL2, AGO1, PKN2, FAU, CALR, FAM98A, TPT1, EIF4G2, EIF4G1",0.407800928
UP_SEQ_FEATURE,domain:Protein kinase,"CSF1R, GSK3B, ITK, TESK1, TTK, GUCY2F, MYLK, GRK1, MAPK8, ERBB3, AKT3, NEK2, FYN, MAP4K5, PLK4, MAP2K4, TNK2, LIMK1, CSNK2A2, MASTL, PASK, MAPK14, CDK8, SNRK, MAP3K15, SBK1, LCK, CDK2, ULK2, PKN2, SIK2, TRIB2, MAP3K14, FRK",0.83867225
GOTERM_CC_DIRECT,GO:0005874~microtubule,"GABARAP, KIF15, RASSF1, DPYSL2, NUSAP1, MAP6, NEK2, LZTS2, ODF2, TUBB4B, SLC8A3, CENPE, TPX2, KIF18A, KIF9, STIM1, KATNAL1, KIF4A, MAP1B, KIF2C, KIF20A, TUBGCP4, MAPT, MAPRE1, FGF13, FKBP4",0.087823044
UP_SEQ_FEATURE,region of interest:Substrate binding,"ACY3, HS3ST3A1, NAGA, ENO1, GPCPD1, MTMR7, ALKBH3, ALKBH2, ITPKC, IMPA1, IVD, PGK1, FBP1, PLCD1",0.83867225
GOTERM_CC_DIRECT,GO:0000922~spindle pole,"NUMA1, ODF2, VPS4B, MAPK14, RAB11A, CDC20, TPX2, CENPF, RASSF1, KNTC1, NEK2, TOPBP1, TUBGCP4",0.089546605
GOTERM_MF_DIRECT,"GO:0000989~transcription factor activity, transcription factor binding","PER1, NAB1, CRY2, CRY1, NEUROG1",0.407800928
KEGG_PATHWAY,hsa04728:Dopaminergic synapse,"GSK3B, PPP2R2A, FOS, MAPK14, GNG13, ARNTL, GNGT1, PPP1CB, GNG10, MAPK8, CREB1, PPP2R5E, AKT3, CREB3L2, GNB3, ATF4",0.137628203
GOTERM_MF_DIRECT,GO:0008017~microtubule binding,"NUMA1, SGIP1, CHD4, SKA1, GABARAP, RAB11A, KIF15, CENPE, KIF18A, KIF9, KATNAL1, MAP1B, KIF4A, DPYSL2, NUSAP1, MAP6, KIF20A, MAPT, FGF13, TPT1",0.407800928
GOTERM_CC_DIRECT,GO:0016514~SWI/SNF complex,"SMARCE1, SMARCD2, SMARCD3, ARID1A, SMARCA4",0.096258834
KEGG_PATHWAY,hsa01212:Fatty acid metabolism,"FADS2, CPT1A, ELOVL2, PPT1, ACSL6, ELOVL6, HACD2, ACAT2, HACD4",0.137628203
GOTERM_CC_DIRECT,GO:0030175~filopodium,"ITGB1, SHTN1, ACTC1, UBE2Q1, FSCN1, FAT1, TWF1, NF2, FGF13, DEF6",0.10187591
GOTERM_BP_DIRECT,GO:0006636~unsaturated fatty acid biosynthetic process,"FADS2, ELOVL2, ELOVL6, ELOVL7, DECR2",0.681103196
GOTERM_BP_DIRECT,GO:0000086~G2/M transition of mitotic cell cycle,"PLK4, ODF2, PPP2R2A, HMMR, MASTL, TUBB4B, CDC25A, PPP1CB, TPX2, UBC, CDK2, NEK2, MAPRE1, YWHAG, CEP78",0.681103196
GOTERM_MF_DIRECT,GO:0070063~RNA polymerase binding,"CCNT2, CCNT1, STOM, PKN2, PHRF1",0.425901794
GOTERM_BP_DIRECT,GO:0032922~circadian regulation of gene expression,"PPP1CB, PER1, CRY2, CRY1, HNRNPU, RBM4B, NR1D1, ATF4, ARNTL",0.681103196
GOTERM_CC_DIRECT,GO:0005925~focal adhesion,"ITGB1, ITGB5, GDI2, TWF1, CD99L2, PVR, TRIOBP, CORO1B, SYNE2, ACTB, RPS4X, PPP1CB, CAPN2, ATP6V0A2, YWHAG, LMLN, ZNF185, HSPA5, LIMK1, ANXA5, SRP68, FERMT1, MMP14, ACTC1, ITGA11, FAT1, MYH9, CALR, ATP6V0C, ARF6",0.111552899
UP_KEYWORDS,Fatty acid metabolism,"LYPLA2, CPT1A, ELOVL2, ACSL6, ELOVL6, ELOVL7, HACD2, HACD4, PLA2G15, FADS2, MLYCD, PTGDS, DECR2",0.083340215
UP_KEYWORDS,Fatty acid biosynthesis,"FADS2, ELOVL2, ELOVL6, ELOVL7, MLYCD, PTGDS, HACD2, HACD4",0.084717807
INTERPRO,"IPR000719:Protein kinase, catalytic domain","CSF1R, GSK3B, ITK, TESK1, TTK, GUCY2F, MYLK, GRK1, MAPK8, ERBB3, AKT3, NEK2, FYN, JAK2, MAP4K5, PLK4, MAP2K4, TNK2, LIMK1, CSNK2A2, MASTL, PASK, MAPK14, CDK8, SNRK, MAP3K15, SBK1, LCK, CDK2, ULK2, PKN2, SIK2, TRIB2, MAP3K14, FRK",1
UP_KEYWORDS,RNA-binding,"SLBP, DDX5, KHDRBS3, NUFIP2, RBM4B, HNRNPU, YBX1, RPF1, ELAVL3, RPS4X, SYNCRIP, RBM15B, U2AF2, DHX58, RAVER2, HNRNPA1, EIF4E, EXOSC1, HNRNPA0, SRSF12, EIF5A, YTHDF1, TIA1, CHTOP, TAF15, ALYREF, STRBP, UPF3B, SRP68, PPRC1, HNRNPAB, TARBP2, HNRNPM, ILF3, DKC1, EWSR1, HNRNPH1, AGO1, SNRPC, SNRPA, EIF3B, EIF4G1",0.08502029
UP_SEQ_FEATURE,domain:RRM 1,"TIA1, RBM4B, HNRNPAB, ELAVL3, SYNCRIP, HNRNPM, RBM15B, U2AF2, HNRNPH1, RAVER2, HNRNPA1, SNRPA, HNRNPA0",1
UP_SEQ_FEATURE,domain:RRM 2,"TIA1, RBM4B, HNRNPAB, ELAVL3, SYNCRIP, HNRNPM, RBM15B, U2AF2, HNRNPH1, RAVER2, HNRNPA1, SNRPA, HNRNPA0",1
INTERPRO,IPR021849:Protein of unknown function DUF3446,"EGR1, EGR2, EGR3",1
UP_KEYWORDS,Lipid metabolism,"LPGAT1, DAGLA, ABHD4, ABHD3, ABHD2, LPL, HACD2, HACD4, AGPAT4, FADS2, MLYCD, DECR2, PTGDS, JAZF1, FDFT1, LYPLA2, PLA2G4F, CPT1A, ELOVL2, ACSL6, APOA1, ELOVL6, ELOVL7, PRDX6, GALC, CYP39A1, PLA2G15, PLBD1, SERINC1, PLCD1",0.094040233
GOTERM_BP_DIRECT,GO:0051603~proteolysis involved in cellular protein catabolic process,"CTSA, HSPA5, CTSL, CTSK, CTSZ, CAPN2, CTSB, LGMN",0.90204348
GOTERM_MF_DIRECT,GO:0005518~collagen binding,"SMAD4, C1QTNF1, MMP13, CTSL, CTSK, ITGA11, PDGFB, ANTXR1, CTSB",0.562736859
GOTERM_BP_DIRECT,GO:1904037~positive regulation of epithelial cell apoptotic process,"TIA1, SORT1, JAK2",0.902257439
GOTERM_BP_DIRECT,GO:0006337~nucleosome disassembly,"SMARCE1, SMARCD2, SMARCD3, ARID1A, SMARCA4",0.902257439
GOTERM_MF_DIRECT,GO:0030957~Tat protein binding,"MDFIC, DLL1, ACTB, SMARCA4",0.571520926
UP_KEYWORDS,Iron,"CYP2J2, MIPEP, KDM6B, MYLIP, HGD, FRRS1, FECH, SDHC, NR1D1, SUOX, SDHB, ALKBH3, CYP39A1, ALKBH2, NFS1, SLC25A28, CYP24A1, P4HA2, FTH1, HMOX1, CDO1, FBXL5, HPD, ISCU",0.104001227
KEGG_PATHWAY,hsa04261:Adrenergic signaling in cardiomyocytes,"ATP1B4, ATP1B3, PPP2R2A, ATP1B2, CACNA2D4, ATP1A1, CACNA1F, MAPK14, PPP1CB, ACTC1, CREB1, CACNB4, PPP2R5E, AKT3, CREB3L2, ATF4",0.207794727
UP_KEYWORDS,Kinetochore,"CENPT, CENPE, CENPF, KANSL1, NUF2, MIS12, KNTC1, KIF2C, NEK2, KNL1, SKA1",0.104001227
KEGG_PATHWAY,hsa04974:Protein digestion and absorption,"SLC8A3, COL17A1, SLC9A3, PRSS1, COL24A1, COL9A1, COL21A1, ATP1B4, ATP1B3, ATP1B2, ATP1A1, SLC38A2",0.207794727
GOTERM_CC_DIRECT,GO:0030529~intracellular ribonucleoprotein complex,"SLBP, GSK3B, DDX5, HNRNPU, YBX1, HNRNPAB, ACTB, RPS4X, SYNCRIP, HNRNPM, ILF3, AGO1, HNRNPA1, HNRNPA0",0.170565175
